,m.ss.yi,m.ss.ch.nm,m.ta,m.th,m.res.1x2,m.res.bts,m.odds.f.1x2.f.v.med,m.odds.f.1x2.m.v.med,m.odds.f.1x2.u.v.med,m.odds.f.1x2.f.c,m.odds.f.1x2.m.c,m.odds.f.1x2.u.c,m.odds.f.bts.f.v.med,m.odds.f.bts.u.v.med,m.odds.f.bts.f.c,m.odds.f.bts.u.c,m.odds.s.1x2.h.t.med,m.odds.s.1x2.d.t.med,m.odds.s.1x2.a.t.med,m.odds.s.bts.y.t.med,m.odds.s.bts.n.t.med
1572,2008,England A,Portsmouth,Sunderland,a,y,2.35,3.0,3.2,h,a,d,,,,,0.3959,0.2899,0.3133,,
1573,2011,Brazil B,Vila Nova FC,Nautico,h,y,1.61,3.545,5.225,h,d,a,,,,,0.5660000000000001,0.2551,0.1736,,
1574,2010,Brazil A,Atletico GO,Atletico-PR,h,y,1.6,3.5,5.0,h,d,a,,,,,0.5745,0.2572,0.1781,,
1575,2015,Brazil B,Luverdense,Parana,h,n,1.8,3.4,4.0,h,d,a,1.75,1.905,n,y,0.5052,0.2697,0.2273,0.4795,0.5205
1576,2007,Brazil B,Ceara,Remo,h,n,,,,,,,,,,,,,,,
1577,2012,England A,Everton,Chelsea,h,y,1.705,3.775,4.8,h,d,a,1.61,2.2,y,n,0.551,0.2494,0.1984,0.5759,0.4241
1578,2011,Brazil B,Criciuma,Parana,d,n,2.0,3.225,3.475,h,d,a,,,,,0.4603,0.2813,0.2606,,
1579,2007,Brazil B,Santo Andre,Sao Caetano,d,y,,,,,,,,,,,,,,,
1580,2010,Brazil A,Ceara,Goias,d,n,2.04,3.3,3.6,h,d,a,,,,,0.4615,0.2759,0.2529,,
1581,2006,Brazil A,Goias,Corinthians,a,n,1.9,3.275,3.525,h,d,a,,,,,0.47100000000000003,0.2728,0.253,,
1582,2012,England A,QPR,Liverpool,h,n,1.245,6.18,12.0,h,d,a,1.85,1.905,y,n,0.7665,0.1524,0.0793,0.5068,0.4932
1583,2011,Brazil B,Vitoria,Portuguesa,h,y,1.5,3.7,5.845,h,d,a,,,,,0.5993,0.2449,0.1577,,
1584,2008,England A,Everton,West Ham,a,y,2.5,2.8,3.2,h,a,d,,,,,0.3717,0.2904,0.3354,,
1585,2015,Brazil B,Oeste,Boa,a,y,1.9,3.2,3.87,h,d,a,1.7,2.0,n,y,0.4756,0.2843,0.23600000000000002,0.4595,0.5405
1586,2011,Brazil B,Sport Recife,Salgueiro,a,n,1.86,3.3,3.725,a,d,h,,,,,0.2425,0.2714,0.4882,,
1587,2012,England A,Norwich,Manchester City,a,y,1.26,5.69,11.0,h,d,a,1.76,1.95,y,n,0.7485,0.1671,0.0847,0.5246,0.4754
1588,2007,Brazil B,CRB,Coritiba,h,y,,,,,,,,,,,,,,,
1589,2010,Brazil A,Internacional,Vasco,h,y,2.38,2.75,3.23,h,a,d,,,,,0.3846,0.2797,0.3342,,
1590,2006,Brazil A,Santa Cruz,Parana,h,n,1.4,3.75,6.625,h,d,a,,,,,0.632,0.2373,0.1338,,
1591,2008,England A,Stoke,Wigan,d,n,1.75,3.37,4.84,h,d,a,,,,,0.5293,0.2771,0.1909,,
1592,2011,Brazil B,Sao Caetano,ASA,d,n,2.0,3.25,3.375,h,d,a,,,,,0.4528,0.2783,0.2683,,
1593,2012,England A,Arsenal,Newcastle,a,n,1.525,4.4,6.0,a,d,h,1.585,2.225,y,n,0.157,0.2144,0.6266,0.584,0.41600000000000004
1594,2010,Brazil A,Corinthians,Barueri,d,y,2.175,2.975,3.3,a,h,d,,,,,0.3005,0.2776,0.4195,,
1595,2011,Brazil B,Salgueiro,Criciuma,h,n,1.5,3.65,6.0,h,d,a,,,,,0.5979,0.2457,0.1523,,
1596,2012,England A,Stoke,Southampton,d,y,1.68,3.66,5.35,h,d,a,1.815,1.885,n,y,0.568,0.2588,0.1763,0.4905,0.5095
1597,2007,Brazil B,Avai,Fortaleza,d,y,,,,,,,,,,,,,,,
1598,2008,England A,Aston Villa,Newcastle,h,n,2.39,2.975,3.25,a,h,d,,,,,0.3177,0.2882,0.3933,,
1599,2012,England A,Fulham,Swansea,a,n,1.655,3.825,5.25,h,d,a,1.65,2.07,y,n,0.5766,0.248,0.1795,0.5589,0.4411
1600,2011,Brazil B,ABC,Duque de Caxias,h,n,2.5,2.58,3.25,h,a,d,,,,,0.3634,0.2813,0.3529,,
1601,2006,Brazil A,Atletico-PR,Cruzeiro,d,y,1.57,3.5,5.0,h,d,a,,,,,0.5674,0.2545,0.1781,,
1602,2010,Brazil A,Botafogo RJ,Cruzeiro,h,n,1.57,3.7,5.52,h,d,a,,,,,0.5847,0.2484,0.1646,,
1603,2007,Brazil B,Portuguesa,Santa Cruz,d,y,,,,,,,,,,,,,,,
1604,2008,England A,Manchester City,Bolton,h,n,2.25,3.265,3.2,a,d,h,,,,,0.285,0.2859,0.4202,,
1605,2011,Brazil B,Ponte Preta,Guarani,a,n,2.485,2.6,3.2,h,a,d,,,,,0.369,0.2845,0.3498,,
1606,2012,England A,Sunderland,Tottenham,h,n,1.24,6.035,12.375,h,d,a,1.675,2.07,n,y,0.77,0.1558,0.0772,0.4473,0.5527
1607,2006,Brazil A,Palmeiras,Flamengo RJ,h,y,1.905,3.25,3.6,h,d,a,,,,,0.4701,0.275,0.2494,,
1608,2007,Brazil B,Remo,Brasiliense,h,y,,,,,,,,,,,,,,,
1609,2011,Brazil B,Barueri,Icasa,a,n,1.9,3.3,3.665,h,d,a,,,,,0.4782,0.2753,0.2487,,
1610,2010,Brazil A,Flamengo RJ,Fluminense,h,y,2.36,2.75,3.25,h,a,d,,,,,0.3924,0.2797,0.3299,,
1611,2012,England A,Manchester United,West Brom,d,y,1.95,3.5,3.765,a,d,h,1.54,2.29,y,n,0.2483,0.2688,0.485,0.6029,0.3971
1612,2006,Brazil A,Vasco,Fortaleza,d,y,1.94,3.25,3.325,h,d,a,,,,,0.4621,0.2767,0.2661,,
1613,2007,Brazil B,Gama,Criciuma,h,n,,,,,,,,,,,,,,,
1614,2008,England A,Sunderland,Chelsea,h,n,1.2,6.0,15.0,h,d,a,,,,,0.7832,0.1549,0.062,,
1615,2011,Brazil B,Bragantino,Sport Recife,d,y,1.6,3.6,4.775,h,d,a,,,,,0.5591,0.2531,0.1891,,
1616,2012,England A,Reading,West Ham,h,y,1.6,4.0,5.585,h,d,a,1.56,2.25,y,n,0.5909,0.2393,0.1686,0.5964,0.4036
1617,2006,Brazil A,Santos,Gremio,h,n,2.5,2.5,3.2,a,h,d,,,,,0.358,0.2797,0.3611,,
1618,2010,Brazil A,Avai,Gremio,h,n,1.69,3.515,4.5,h,d,a,,,,,0.541,0.2592,0.2,,
1619,2007,Brazil B,Marilia,Paulista,a,n,,,,,,,,,,,,,,,
1620,2008,England A,Fulham,Everton,h,n,1.69,3.47,5.5,h,d,a,,,,,0.5518,0.2679,0.1723,,
1621,2011,Brazil B,Parana,Vila Nova FC,a,n,1.975,3.235,3.425,h,d,a,,,,,0.4566,0.2769,0.2659,,
1622,2012,England A,Aston Villa,Wigan,d,y,2.04,3.5,3.6,h,d,a,1.57,2.225,y,n,0.4638,0.2711,0.2637,0.5859,0.4141
1623,2006,Brazil A,Ponte Preta,Juventude,a,n,1.55,3.5,5.5,h,d,a,,,,,0.5798,0.2548,0.1634,,
1624,2010,Brazil A,Guarani,Santos,h,y,1.25,5.5,10.0,h,d,a,,,,,0.7417,0.1676,0.0909,,
1625,2012,England A,Wigan,Arsenal,h,y,1.36,5.35,7.69,h,d,a,1.65,2.1,y,n,0.6965,0.1779,0.1238,0.5621,0.4379
1626,2007,Brazil B,Sao Caetano,Ponte Preta,d,y,,,,,,,,,,,,,,,
1627,2008,England A,Hull City,Manchester United,h,y,1.17,6.5,16.5,h,d,a,,,,,0.8044,0.1414,0.0552,,
1628,2006,Brazil A,Internacional,Sao Caetano,d,y,2.4,2.6,3.2,h,a,d,,,,,0.3711,0.2806,0.3453,,
1629,2011,Brazil B,Goias,Vitoria,h,y,1.6,3.525,5.0,h,d,a,,,,,0.5632,0.2546,0.18,,
1630,2010,Brazil A,Palmeiras,Sao Paulo,h,n,1.715,3.445,4.5,h,d,a,,,,,0.5341,0.2631,0.2056,,
1631,2008,England A,West Ham,Middlesbrough,d,y,1.875,3.305,4.12,h,d,a,,,,,0.4902,0.2805,0.2242,,
1632,2012,England A,Manchester City,Reading,a,n,1.46,4.53,6.625,a,d,h,1.67,2.04,y,n,0.1423,0.20800000000000002,0.6505,0.5499,0.4501
1633,2011,Brazil B,Nautico,Guaratingueta,d,n,1.99,3.2,3.4,h,d,a,,,,,0.4573,0.2801,0.2633,,
1634,2010,Brazil A,Atletico-MG,Vitoria,h,y,2.32,2.915,3.2,h,a,d,,,,,0.3953,0.285,0.3212,,
1635,2006,Brazil A,Fluminense,Sao Paulo,h,n,1.7,3.4,4.33,h,d,a,,,,,0.529,0.2637,0.2068,,
1636,2007,Brazil B,Bahia,Barueri,h,y,,,,,,,,,,,,,,,
1637,2011,Brazil B,Boa,Portuguesa,d,y,1.53,3.65,5.55,h,d,a,,,,,0.5904,0.2466,0.163,,
1638,2008,England A,Wigan,Portsmouth,a,y,1.91,3.35,4.0,h,d,a,,,,,0.4904,0.2786,0.2306,,
1639,2012,England A,West Ham,Everton,h,n,1.5,4.16,6.9,h,d,a,1.83,1.85,y,n,0.6283,0.2281,0.1401,0.5,0.5
1640,2007,Brazil B,Ceara,Betim,h,y,,,,,,,,,,,,,,,
1641,2006,Brazil A,Flamengo RJ,Fluminense,h,n,1.95,3.25,3.3,h,d,a,,,,,0.4618,0.2742,0.2706,,
1642,2010,Brazil A,Atletico-PR,Atletico-MG,h,y,1.6,3.5,5.0,h,d,a,,,,,0.5627,0.2568,0.1826,,
1643,2012,England A,Liverpool,Fulham,a,y,1.975,3.46,3.8,a,d,h,1.59,2.2,y,n,0.2475,0.2744,0.478,0.5791,0.4209
1644,2011,Brazil B,Guarani,ABC,h,y,1.91,3.3,3.55,h,d,a,,,,,0.4713,0.2748,0.2535,,
1645,2008,England A,Arsenal,Stoke,h,y,1.4,4.275,8.0,a,d,h,,,,,0.11699999999999999,0.2169,0.6728,,
1646,2006,Brazil A,Sao Caetano,Goias,h,y,1.55,3.5,5.09,h,d,a,,,,,0.5723,0.2568,0.1761,,
1647,2012,England A,Swansea,Manchester United,h,y,1.33,5.045,9.5,h,d,a,1.8,1.91,y,n,0.7133,0.1857,0.0995,0.5205,0.4795
1648,2010,Brazil A,Vasco,Avai,h,n,1.8,3.37,4.0,h,d,a,,,,,0.499,0.2749,0.2248,,
1649,2007,Brazil B,Ituano,Santo Andre,h,n,,,,,,,,,,,,,,,
1650,2008,England A,Liverpool,Tottenham,h,y,2.0,3.3,3.725,a,d,h,,,,,0.2516,0.2821,0.4662,,
1651,2006,Brazil A,Cruzeiro,Internacional,d,y,2.0,3.25,3.25,h,d,a,,,,,0.4483,0.2771,0.2747,,
1652,2011,Brazil B,Duque de Caxias,Barueri,h,y,1.5,3.8,6.0,h,d,a,,,,,0.6144,0.2353,0.1489,,
1653,2007,Brazil B,Ponte Preta,Bahia,h,n,,,,,,,,,,,,,,,
1654,2008,England A,Blackburn,West Brom,d,y,2.5,2.8,3.25,h,a,d,,,,,0.376,0.2881,0.3354,,
1655,2012,England A,West Brom,Norwich,h,n,2.385,3.1,3.25,h,a,d,1.65,2.1,y,n,0.39799999999999996,0.2916,0.3098,0.557,0.44299999999999995
1656,2011,Brazil B,Guaratingueta,Boa,d,n,2.1,3.2,3.2,h,d,a,,,,,0.4396,0.2844,0.2785,,
1657,2010,Brazil A,Vitoria,Ceara,h,n,1.83,3.4,3.95,h,d,a,,,,,0.4977,0.2691,0.2304,,
1658,2006,Brazil A,Gremio,Palmeiras,a,n,1.9,3.25,3.5,h,d,a,,,,,0.4693,0.2771,0.2544,,
1659,2007,Brazil B,Gama,Ceara,h,n,,,,,,,,,,,,,,,
1660,2008,England A,Tottenham,Arsenal,d,y,1.44,4.09,7.53,h,d,a,,,,,0.6515,0.2278,0.1215,,
1661,2011,Brazil B,Vitoria,Bragantino,d,y,1.9,3.25,3.65,h,d,a,,,,,0.4769,0.2755,0.2487,,
1662,2006,Brazil A,Botafogo RJ,Santa Cruz,d,y,2.29,2.75,3.2,h,a,d,,,,,0.3924,0.2808,0.3245,,
1663,2012,England A,Newcastle,QPR,a,y,2.35,3.0,3.4,a,h,d,1.65,2.1,y,n,0.3156,0.2794,0.4062,0.56,0.44
1664,2011,Brazil B,Criciuma,Goias,h,n,1.85,3.3,3.75,h,d,a,,,,,0.4869,0.2721,0.2426,,
1665,2007,Brazil B,Remo,CRB,h,y,,,,,,,,,,,,,,,
1666,2008,England A,Blackburn,Aston Villa,h,y,1.65,3.5,5.5,h,d,a,,,,,0.5684,0.2637,0.1663,,
1667,2006,Brazil A,Corinthians,Santos,h,n,1.83,3.25,3.7,h,d,a,,,,,0.4862,0.2728,0.24100000000000002,,
1668,2010,Brazil A,Fluminense,Corinthians,h,n,1.65,3.5,4.5,h,d,a,,,,,0.5382,0.2631,0.198,,
1669,2012,England A,Tottenham,Stoke,a,y,1.8,3.55,4.7,a,d,h,1.83,1.85,y,n,0.20199999999999999,0.2672,0.5292,0.5055,0.4945
1670,2007,Brazil B,Barueri,Ituano,a,n,,,,,,,,,,,,,,,
1671,2012,England A,Southampton,Sunderland,d,y,2.5,3.05,3.1,a,h,d,1.8,1.9,y,n,0.3087,0.3068,0.3787,0.5148,0.4852
1672,2010,Brazil A,Barueri,Flamengo RJ,h,y,1.53,3.7,6.0,h,d,a,,,,,0.6022,0.2451,0.153,,
1673,2008,England A,Everton,Bolton,a,n,2.54,2.7,3.25,a,h,d,,,,,0.3456,0.2884,0.3665,,
1674,2006,Brazil A,Sao Paulo,Vasco,d,y,2.35,2.65,3.2,a,h,d,,,,,0.3405,0.2793,0.379,,
1675,2015,Brazil B,ABC,CRB,a,n,2.45,2.75,3.02,h,a,d,1.73,1.99,n,y,0.3695,0.3016,0.32899999999999996,0.4674,0.5326
1676,2011,Brazil B,Icasa,Nautico,d,y,1.6,3.6,5.25,h,d,a,,,,,0.5745,0.2516,0.17300000000000001,,
1677,2010,Brazil A,Cruzeiro,Guarani,d,y,2.1,3.15,3.25,a,h,d,,,,,0.2882,0.2794,0.4324,,
1678,2006,Brazil A,Juventude,Atletico-PR,h,n,2.04,3.1,3.25,h,a,d,,,,,0.4333,0.2768,0.2903,,
1679,2008,England A,Wigan,Fulham,h,n,2.35,2.9,3.25,h,a,d,,,,,0.3959,0.2899,0.3166,,
1680,2012,England A,Chelsea,Aston Villa,a,y,1.65,4.0,5.2,a,d,h,1.615,2.16,y,n,0.182,0.2388,0.5791,0.5718,0.4282
1681,2007,Brazil B,Sao Caetano,Marilia,h,n,,,,,,,,,,,,,,,
1682,2010,Brazil A,Sao Paulo,Internacional,a,n,2.0,3.25,3.4,h,d,a,,,,,0.4523,0.2785,0.2678,,
1683,2006,Brazil A,Fortaleza,Figueirense,d,n,1.6,3.45,5.0,h,d,a,,,,,0.5627,0.2604,0.1769,,
1684,2012,England A,Tottenham,Chelsea,d,y,1.83,3.7,4.34,h,d,a,1.6,2.2,y,n,0.5216,0.2586,0.2205,0.5789,0.4211
1685,2007,Brazil B,Santa Cruz,Santo Andre,h,n,,,,,,,,,,,,,,,
1686,2011,Brazil B,ASA,Parana,h,y,1.83,3.3,3.9,h,d,a,,,,,0.4899,0.2747,0.2341,,
1687,2006,Brazil A,Parana,Ponte Preta,a,y,1.95,3.25,3.5,h,d,a,,,,,0.4618,0.2771,0.2572,,
1688,2010,Brazil A,Santos,Atletico GO,a,y,2.425,2.63,3.24,a,h,d,,,,,0.3476,0.281,0.3742,,
1689,2012,England A,West Brom,Manchester City,h,n,1.4,4.75,8.5,h,d,a,1.8,1.9,y,n,0.6839,0.2015,0.1126,0.5135,0.4865
1690,2008,England A,Chelsea,Hull City,a,n,1.44,4.2,7.775,a,d,h,,,,,0.1205,0.2228,0.6575,,
1691,2007,Brazil B,Betim,Avai,h,n,,,,,,,,,,,,,,,
1692,2006,Brazil A,Vasco,Botafogo RJ,h,y,2.5,2.5,3.2,a,h,d,,,,,0.3563,0.2808,0.3579,,
1693,2011,Brazil B,Sport Recife,Ponte Preta,d,y,1.62,3.6,4.84,h,d,a,,,,,0.5583,0.2537,0.1875,,
1694,2012,England A,Swansea,Wigan,a,y,1.79,3.7,4.59,h,d,a,1.77,1.95,y,n,0.5333,0.2548,0.2063,0.527,0.473
1695,2006,Brazil A,Internacional,Corinthians,a,n,2.25,2.75,3.2,h,a,d,,,,,0.3966,0.278,0.3245,,
1696,2010,Brazil A,Goias,Botafogo RJ,h,n,1.65,3.525,4.7,h,d,a,,,,,0.5493,0.2554,0.1945,,
1697,2007,Brazil B,Criciuma,Brasiliense,d,y,,,,,,,,,,,,,,,
1698,2008,England A,Portsmouth,Liverpool,h,n,1.35,4.5,9.5,h,d,a,,,,,0.6919,0.2069,0.1003,,
1699,2011,Brazil B,Portuguesa,Salgueiro,a,y,1.75,3.4,4.05,a,d,h,,,,,0.2212,0.2695,0.5132,,
1700,2012,England A,Stoke,Sunderland,d,y,2.15,3.1,3.7,h,d,a,1.7,2.04,n,y,0.4363,0.3037,0.2587,0.4595,0.5405
1701,2006,Brazil A,Goias,Gremio,h,n,2.2,2.8,3.2,h,a,d,,,,,0.4043,0.2784,0.3177,,
1702,2007,Brazil B,Fortaleza,Coritiba,h,n,,,,,,,,,,,,,,,
1703,2011,Brazil B,Vila Nova FC,Sao Caetano,h,n,1.65,3.5,4.65,h,d,a,,,,,0.5515,0.2565,0.1939,,
1704,2012,England A,Everton,Liverpool,d,n,1.955,3.5,3.975,h,d,a,1.6,2.2,y,n,0.4884,0.2716,0.2405,0.5759,0.4241
1705,2008,England A,West Ham,Manchester United,h,n,1.2,6.0,14.0,h,d,a,,,,,0.7738,0.1568,0.0659,,
1706,2010,Brazil A,Gremio,Palmeiras,h,y,2.0,3.25,3.5,h,d,a,,,,,0.4595,0.2774,0.2558,,
1707,2007,Brazil B,Paulista,Portuguesa,d,y,,,,,,,,,,,,,,,
1708,2011,Brazil B,ABC,Criciuma,h,y,1.61,3.5,5.0,h,d,a,,,,,0.5627,0.2548,0.1801,,
1709,2006,Brazil A,Ponte Preta,Cruzeiro,h,y,1.445,3.75,6.5,h,d,a,,,,,0.6158,0.2397,0.1383,,
1710,2010,Brazil A,Guarani,Atletico-PR,d,y,1.65,3.45,5.0,h,d,a,,,,,0.5509,0.2648,0.1818,,
1711,2008,England A,Manchester City,Middlesbrough,h,n,2.5,2.8,3.25,a,h,d,,,,,0.3306,0.2869,0.3823,,
1712,2011,Brazil B,Parana,Duque de Caxias,d,n,2.29,2.8,3.2,a,h,d,,,,,0.3228,0.2813,0.3947,,
1713,2007,Brazil B,Ceara,Avai,h,n,,,,,,,,,,,,,,,
1714,2012,England A,Chelsea,Manchester United,a,n,2.29,3.07,3.4,h,a,d,1.5,2.38,y,n,0.4116,0.2795,0.3103,0.6087,0.3913
1715,2006,Brazil A,Santos,Flamengo RJ,d,y,2.4,2.55,3.2,h,a,d,,,,,0.3723,0.2797,0.3498,,
1716,2010,Brazil A,Avai,Cruzeiro,d,y,1.585,3.6,5.325,h,d,a,,,,,0.5731,0.2492,0.1722,,
1717,2007,Brazil B,Coritiba,Betim,h,n,,,,,,,,,,,,,,,
1718,2012,England A,Reading,Fulham,a,y,1.685,3.75,5.145,h,d,a,1.69,2.1,y,n,0.5623,0.2527,0.1837,0.5455,0.4545
1719,2008,England A,Sunderland,Stoke,h,n,2.625,2.6,3.25,a,h,d,,,,,0.3571,0.2883,0.3562,,
1720,2006,Brazil A,Fluminense,Fortaleza,a,y,2.2,2.8,3.25,h,a,d,,,,,0.4061,0.2764,0.3191,,
1721,2007,Brazil B,Brasiliense,Fortaleza,a,n,,,,,,,,,,,,,,,
1722,2011,Brazil B,Ponte Preta,Goias,h,y,2.38,2.7,3.2,h,a,d,,,,,0.3821,0.2844,0.3334,,
1723,2012,England A,Aston Villa,Norwich,a,y,2.5,2.9,3.2,h,a,d,1.69,2.04,y,n,0.3771,0.2939,0.3277,0.5455,0.4545
1724,2006,Brazil A,Santa Cruz,Juventude,h,y,1.45,3.75,6.5,h,d,a,,,,,0.6157,0.2397,0.1383,,
1725,2008,England A,West Brom,Newcastle,h,y,1.9,3.4,4.2,h,d,a,,,,,0.4954,0.2785,0.2249,,
1726,2007,Brazil B,CRB,Gama,h,n,,,,,,,,,,,,,,,
1727,2011,Brazil B,Nautico,Guarani,h,y,2.03,3.25,3.3,h,d,a,,,,,0.4469,0.2792,0.2749,,
1728,2012,England A,Arsenal,QPR,a,n,1.365,4.775,8.095,a,d,h,1.75,1.93,y,n,0.1161,0.195,0.6888,0.518,0.48200000000000004
1729,2010,Brazil A,Internacional,Goias,a,y,1.815,3.4,3.8,h,d,a,,,,,0.4975,0.2678,0.2398,,
1730,2008,England A,Liverpool,Chelsea,a,n,1.9,3.2,4.335,h,d,a,,,,,0.4924,0.2909,0.2169,,
1731,2006,Brazil A,Figueirense,Parana,d,n,1.875,3.25,3.6,h,d,a,,,,,0.47600000000000003,0.2745,0.2486,,
1732,2011,Brazil B,Bragantino,Guaratingueta,d,y,1.9,3.275,3.6,h,d,a,,,,,0.4754,0.2751,0.2511,,
1733,2012,England A,Manchester City,Swansea,d,n,1.75,3.7,4.815,a,d,h,1.71,2.04,y,n,0.1956,0.2589,0.5431,0.5412,0.4588
1734,2007,Brazil B,Ponte Preta,Marilia,h,y,,,,,,,,,,,,,,,
1735,2008,England A,Stoke,Manchester City,h,n,1.45,4.045,7.225,h,d,a,,,,,0.643,0.2269,0.1279,,
1736,2006,Brazil A,Atletico-PR,Sao Caetano,h,y,2.0,3.25,3.3,h,d,a,,,,,0.45,0.27699999999999997,0.2706,,
1737,2010,Brazil A,Corinthians,Gremio,a,y,2.2,3.05,3.25,h,a,d,,,,,0.4226,0.2794,0.2974,,
1738,2011,Brazil B,Vila Nova FC,Icasa,h,n,1.8,3.4,4.0,h,d,a,,,,,0.5035,0.2655,0.2246,,
1739,2012,England A,Southampton,Tottenham,h,n,1.5,4.25,6.525,h,d,a,1.69,2.0,y,n,0.6314,0.2223,0.1447,0.5362,0.4638
1740,2007,Brazil B,Santo Andre,Paulista,h,y,,,,,,,,,,,,,,,
1741,2006,Brazil A,Palmeiras,Sao Paulo,h,y,1.65,3.3,4.5,h,d,a,,,,,0.5319,0.2659,0.1969,,
1742,2008,England A,Fulham,Portsmouth,d,y,1.8,3.35,4.5,h,d,a,,,,,0.5134,0.2773,0.2065,,
1743,2011,Brazil B,ASA,Portuguesa,h,n,1.33,4.27,8.25,h,d,a,,,,,0.6816,0.2115,0.1089,,
1744,2010,Brazil A,Ceara,Santos,d,y,1.3,4.75,9.0,h,d,a,,,,,0.7048,0.193,0.1019,,
1745,2007,Brazil B,Bahia,Portuguesa,h,n,,,,,,,,,,,,,,,
1746,2012,England A,Wigan,West Brom,a,y,2.29,3.1,3.4,h,a,d,1.53,2.25,y,n,0.4148,0.2772,0.3101,0.589,0.41100000000000003
1747,2008,England A,Bolton,Tottenham,h,n,1.905,3.35,3.975,h,d,a,,,,,0.4877,0.2776,0.2348,,
1748,2006,Brazil A,Flamengo RJ,Cruzeiro,h,y,1.65,3.325,4.705,h,d,a,,,,,0.5416,0.2694,0.1887,,
1749,2011,Brazil B,Boa,Salgueiro,a,n,2.365,2.7,3.2,a,h,d,,,,,0.3354,0.2835,0.3813,,
1750,2010,Brazil A,Botafogo RJ,Sao Paulo,a,y,1.73,3.4,4.225,h,d,a,,,,,0.5223,0.2638,0.2147,,
1751,2015,Brazil B,Parana,Paysandu PA,h,y,1.7,3.4,4.6,h,d,a,1.675,2.075,n,y,0.5349,0.264,0.1975,0.4497,0.5503
1752,2007,Brazil B,Criciuma,Remo,a,y,,,,,,,,,,,,,,,
1753,2012,England A,Newcastle,West Ham,d,n,2.2,3.25,3.415,h,a,d,1.6,2.2,y,n,0.4301,0.2778,0.2908,0.5789,0.4211
1754,2008,England A,Arsenal,West Ham,a,n,1.6,3.675,6.0,a,d,h,,,,,0.157,0.2531,0.5814,,
1755,2006,Brazil A,Santos,Fluminense,h,n,2.1,3.1,3.2,h,a,d,,,,,0.4285,0.2796,0.2903,,
1756,2007,Brazil B,Ituano,Santa Cruz,h,n,,,,,,,,,,,,,,,
1757,2015,Brazil B,Mogi Mirim,Botafogo RJ,h,n,1.22,5.35,10.75,h,d,a,1.495,2.4,n,y,0.7439,0.1696,0.0843,0.3852,0.6148
1758,2011,Brazil B,Sao Caetano,Sport Recife,a,y,1.44,3.95,6.5,h,d,a,,,,,0.629,0.2292,0.1401,,
1759,2012,England A,Sunderland,Aston Villa,h,y,2.2,3.29,3.4,h,d,a,1.7,2.04,y,n,0.4339,0.2907,0.2797,0.5455,0.4545
1760,2007,Brazil B,Barueri,Sao Caetano,d,y,,,,,,,,,,,,,,,
1761,2010,Brazil A,Palmeiras,Vasco,d,n,2.1,3.15,3.25,h,a,d,,,,,0.4324,0.27699999999999997,0.2882,,
1762,2015,Brazil B,Bahia,Bragantino,h,n,2.1,3.2,3.3,a,d,h,1.77,1.91,n,y,0.2732,0.2857,0.4374,0.4809,0.5191
1763,2008,England A,Aston Villa,Wigan,a,n,2.5,2.75,3.225,h,a,d,,,,,0.3692,0.2894,0.3406,,
1764,2012,England A,Manchester United,Arsenal,d,y,2.2,3.195,3.5,h,a,d,1.51,2.37,y,n,0.4265,0.2702,0.3026,0.6068,0.3932
1765,2006,Brazil A,Botafogo RJ,Juventude,h,n,1.8,3.25,3.75,h,d,a,,,,,0.4917,0.2733,0.23600000000000002,,
1766,2008,England A,Middlesbrough,Blackburn,d,y,2.04,3.25,3.6,h,d,a,,,,,0.4565,0.2851,0.2533,,
1767,2007,Brazil B,Santo Andre,Barueri,d,y,,,,,,,,,,,,,,,
1768,2010,Brazil A,Atletico-MG,Barueri,h,n,2.4,2.8,3.25,a,h,d,,,,,0.322,0.2804,0.4007,,
1769,2012,England A,Swansea,Chelsea,h,n,1.37,5.0,8.5,h,d,a,1.715,1.975,y,n,0.6936,0.19399999999999998,0.1117,0.5326,0.4674
1770,2011,Brazil B,Barueri,Vitoria,a,y,1.55,3.585,5.3,h,d,a,,,,,0.5796,0.2517,0.1704,,
1771,2015,Brazil B,Sampaio Correa,Ceara,a,y,1.8,3.4,4.0,h,d,a,1.8,1.865,y,n,0.5052,0.2675,0.2248,0.5102,0.4898
1772,2006,Brazil A,Santa Cruz,Palmeiras,h,y,1.5,3.6,5.625,h,d,a,,,,,0.5942,0.2466,0.1585,,
1773,2011,Brazil B,Sport Recife,ABC,h,n,2.225,2.89,3.2,h,a,d,,,,,0.40399999999999997,0.2841,0.3141,,
1774,2012,England A,QPR,Reading,d,n,2.45,2.8,3.4,h,a,d,1.55,2.29,y,n,0.3884,0.2763,0.3388,0.5964,0.4036
1775,2010,Brazil A,Atletico GO,Fluminense,h,n,1.525,3.625,6.0,h,d,a,,,,,0.6,0.2492,0.1511,,
1776,2006,Brazil A,Gremio,Ponte Preta,d,y,1.8,3.25,3.8,h,d,a,,,,,0.4973,0.2723,0.2336,,
1777,2015,Brazil B,Macae,Criciuma,a,n,1.75,3.4,4.2,h,d,a,1.8,1.86,n,y,0.5212,0.2677,0.2146,0.4932,0.5068
1778,2008,England A,Manchester United,Everton,d,y,1.5,3.75,6.9,a,d,h,,,,,0.135,0.2485,0.614,,
1779,2007,Brazil B,Coritiba,Ceara,d,y,,,,,,,,,,,,,,,
1780,2015,Brazil B,Santa Cruz,Luverdense,d,y,2.36,2.89,3.1,h,a,d,1.79,1.91,n,y,0.3873,0.2947,0.3173,0.4831,0.5169
