,m.res.1x2,m.res.bts,m.ss.ch.nm,m.ss.yi,m.ta,m.th,m.odds.f.1x2.f.c,m.odds.f.1x2.f.v.avg,m.odds.f.1x2.m.c,m.odds.f.1x2.m.v.avg,m.odds.f.1x2.u.c,m.odds.f.1x2.u.v.avg,m.odds.f.bts.f.c,m.odds.f.bts.f.v.avg,m.odds.f.bts.u.c,m.odds.f.bts.u.v.avg,m.odds.s.1x2.h.t.med,m.odds.s.1x2.d.t.med,m.odds.s.1x2.a.t.med
23527,d,n,Italy A,2015,Empoli,Atalanta,h,2.6312,a,2.9154,d,3.0396,n,1.848,y,1.8873,0.3626,0.3132,0.3238
23528,d,n,Portugal A,2016,Guimaraes,Feirense,a,2.1258,d,3.2112,h,3.5158,n,1.8553,y,1.8853,0.2681,0.2919,0.4421
23529,h,n,Portugal A,2016,Nacional,Setubal,h,2.2008,d,3.1465,a,3.4181,n,1.8147,y,1.9268,0.4215,0.2987,0.2778
23530,a,n,Italy A,2015,Juventus,Frosinone,a,1.2323,d,5.9435,h,13.8431,n,1.5793,y,2.2727,0.0677,0.1592,0.7721
23531,h,y,Portugal A,2016,Estoril,Arouca,h,1.88,d,3.2485,a,4.4381,n,1.6363,y,2.18,0.4991,0.2893,0.2092
23532,h,n,Portugal A,2016,Belenenses,Moreirense,h,2.2046,d,3.185,a,3.3642,n,1.77,y,1.9768,0.4321,0.2944,0.2765
23533,h,n,Italy A,2015,Carpi,Napoli,h,1.1723,d,7.1265,a,17.2181,n,1.6147,y,2.2107,0.8096,0.1321,0.0554
23534,h,n,Portugal A,2016,Setubal,Boavista,h,2.4173,d,2.8627,a,3.2908,n,1.5921,y,2.2621,0.3879,0.3306,0.2849
23535,d,y,Portugal A,2016,Chaves,Rio Ave,h,1.8638,d,3.2142,a,4.5331,n,1.7017,y,2.0689,0.5033,0.2912,0.2075
23536,d,y,Italy A,2015,Palermo,Sassuolo,h,1.6958,d,3.6373,a,5.2858,n,1.794,y,1.9253,0.5616,0.2606,0.1768
23537,h,y,Portugal A,2016,Feirense,Sporting,h,1.1604,d,6.9381,a,16.8938,n,1.5205,y,2.4337,0.8088,0.134,0.0548
23538,a,y,Portugal A,2016,Arouca,Tondela,a,2.6377,h,2.8123,d,3.01,n,1.7778,y,1.9611,0.3326,0.3136,0.3576
23539,a,y,Italy A,2015,Chievo,Torino,h,1.6315,d,3.6723,a,5.9665,n,1.6893,y,2.0793,0.5831,0.2578,0.1589
23540,a,n,Portugal A,2016,Maritimo,Estoril,h,2.7435,a,2.775,d,2.9258,n,1.7358,y,2.0253,0.3427,0.3215,0.3352
23541,d,n,Portugal A,2016,FC Porto,Ferreira,a,1.3515,d,4.6912,h,8.8677,n,1.66,y,2.1353,0.1075,0.1983,0.6921
23542,a,n,Portugal A,2016,Benfica,Guimaraes,a,1.6158,d,3.7588,h,5.4965,y,1.8442,n,1.9,0.1701,0.2486,0.5808
23543,d,y,Italy A,2015,Inter,Verona,a,1.8358,d,3.5823,h,4.3762,y,1.726,n,2.0047,0.21600000000000003,0.2669,0.5176
23544,d,n,Portugal A,2016,Braga,Nacional,a,2.0931,d,3.34,h,3.4427,y,1.7911,n,1.9468,0.2734,0.2791,0.4473
23545,a,n,Portugal A,2016,Guimaraes,Arouca,a,2.3454,d,3.1135,h,3.135,n,1.8537,y,1.8847,0.2977,0.3005,0.4011
23546,d,y,Italy A,2015,Fiorentina,Bologna,a,1.9173,d,3.3969,h,4.2335,n,1.7836,y,1.9386,0.2245,0.2786,0.4957
23547,h,n,Portugal A,2016,Tondela,Setubal,h,2.0004,d,3.175,a,3.985,n,1.7174,y,2.0563,0.4689,0.2949,0.2349
23548,a,n,Portugal A,2016,Sporting,Belenenses,a,1.4935,d,4.0088,h,6.7719,n,1.6784,y,2.0984,0.1377,0.2338,0.6264
23549,d,n,Italy A,2015,Lazio,Genoa,h,2.5631,a,2.9154,d,3.1408,n,1.8067,y,1.9167,0.3744,0.3022,0.3232
23550,h,y,Portugal A,2016,Moreirense,Braga,h,1.6396,d,3.6319,a,5.5785,n,1.7963,y,1.9411,0.5705,0.259,0.1701
23551,h,n,Portugal A,2016,Estoril,Chaves,h,1.9065,d,3.1946,a,4.3885,n,1.6253,y,2.1895,0.4941,0.2945,0.2115
23552,d,y,Italy A,2015,Udinese,Empoli,h,2.068,d,3.3224,a,3.7012,y,1.8529,n,1.8786,0.4577,0.2842,0.2572
23553,h,n,Portugal A,2016,Ferreira,Feirense,a,2.6381,h,2.7462,d,3.0808,n,1.8126,y,1.9289,0.3402,0.3036,0.3547
23554,a,n,Portugal A,2016,Boavista,Nacional,h,1.9231,d,3.2827,a,4.1081,n,1.7332,y,2.0305,0.4856,0.2855,0.2266
23555,h,y,Italy A,2015,Carpi,Fiorentina,h,1.3964,d,4.524,a,8.4764,n,1.7221,y,2.0336,0.6763,0.2095,0.1135
23556,h,n,Portugal A,2016,Rio Ave,Benfica,h,1.3042,d,5.0835,a,9.7523,n,1.8021,y,1.9547,0.7168,0.1841,0.0969
23557,h,y,Portugal A,2016,Chaves,FC Porto,h,1.1758,d,6.5762,a,15.7715,n,1.5642,y,2.3274,0.7963,0.1421,0.061
23558,h,n,Italy A,2015,Bologna,Frosinone,a,2.5692,h,2.8873,d,3.1415,y,1.8347,n,1.8953,0.3271,0.3011,0.3682
23559,h,n,Portugal A,2016,Feirense,Maritimo,h,1.7608,d,3.4169,a,4.8631,n,1.69,y,2.1,0.5322,0.2761,0.1921
23560,h,y,Portugal A,2016,Setubal,Guimaraes,h,1.9054,d,3.2312,a,4.3438,n,1.7532,y,2.0032,0.4871,0.2915,0.217
23561,h,n,Italy A,2015,Chievo,Inter,h,1.4004,d,4.4092,a,8.9444,n,1.62,y,2.1967,0.6804,0.2138,0.1058
23562,h,y,Portugal A,2016,Nacional,Rio Ave,h,1.6119,d,3.8285,a,5.4419,n,1.7858,y,1.9616,0.585,0.2448,0.1701
23563,a,n,Portugal A,2016,Braga,Sporting,h,1.3615,d,4.6365,a,8.7392,n,1.6558,y,2.1537,0.6887,0.2029,0.1056
23564,h,n,Italy A,2015,Genoa,Juventus,h,1.2952,d,5.207999999999999,a,11.2924,n,1.5771,y,2.2864,0.7322,0.1813,0.0828
23565,d,y,Portugal A,2016,Boavista,Tondela,h,2.2658,d,2.9742,a,3.4381,n,1.6579,y,2.1311,0.4128,0.315,0.2718
23566,a,n,Portugal A,2016,Benfica,Estoril,a,1.2408,d,5.6054,h,12.335,n,1.5811,y,2.2842,0.0774,0.1673,0.7544
23567,a,n,Italy A,2015,Napoli,Lazio,a,2.1376,d,3.26,h,3.5688,y,1.7864,n,1.9493,0.2659,0.2925,0.4391
23568,a,y,Portugal A,2016,Arouca,Moreirense,h,2.1669,d,3.0746,a,3.565,n,1.7626,y,1.9868,0.4344,0.3041,0.2606
23569,h,n,Portugal A,2016,Belenenses,Ferreira,h,2.4431,d,3.0127,a,3.0754,n,1.7958,y,1.9532,0.3885,0.308,0.3041
23570,a,n,Italy A,2015,AC Milan,Palermo,a,1.9448,d,3.4564,h,4.0076,y,1.8043,n,1.9371,0.2375,0.2754,0.4891
23571,h,y,Portugal A,2016,Maritimo,FC Porto,h,1.1531,d,7.1992,a,17.5308,n,1.5942,y,2.2542,0.8077,0.1338,0.0568
23572,a,n,Portugal A,2016,Rio Ave,Arouca,a,2.6865,h,2.8808,d,2.8919,n,1.6847,y,2.1042,0.324,0.3237,0.3494
23573,d,y,Italy A,2015,Torino,Sampdoria,a,2.476,h,2.9956,d,3.156,y,1.8471,n,1.8857,0.3157,0.2999,0.3836
23574,h,y,Portugal A,2016,Sporting,Benfica,h,2.2985,d,3.0423,a,3.2888,y,1.8605,n,1.8832,0.4054,0.3079,0.2835
23575,h,n,Portugal A,2016,Ferreira,Braga,h,1.6835,d,3.6238,a,5.0658,y,1.7753,n,1.9705,0.5555,0.2571,0.1877
23576,h,y,Italy A,2015,Atalanta,Verona,h,2.3764,a,3.1028,d,3.2092,y,1.8393,n,1.8873,0.3972,0.2956,0.3065
